"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AGAP006853",3.49542309513232e-08,2.58194482917796,0.25,0.018,0.000458984006621824,"C_8","AGAP006853"
"AGAP002623",3.49542309513232e-08,2.35989110747671,0.25,0.018,0.000458984006621824,"C_8","AGAP002623"
"AGAP009483",3.50799406767713e-08,2.20397470706718,0.417,0.066,0.000460634701026684,"C_8","AGAP009483"
"AGAP011815.1",3.51989871950071e-08,1.61660062365062,0.333,0.035,0.000462197900857639,"C_8","AGAP011815"
"AGAP002799",3.54546553606702e-08,1.91009567378573,0.417,0.061,0.00046555507954096,"C_8","AGAP002799"
"AGAP006897.1",3.54546553606702e-08,1.82352024536808,0.417,0.061,0.00046555507954096,"C_8","AGAP006897"
"AGAP000462.4",3.54837815420281e-08,-3.68562873280693,0.208,0.732,0.000465937535428371,"C_8","AGAP000462"
"AGAP028734.1",3.56469764997307e-08,2.35819623719695,0.292,0.026,0.000468080448417964,"C_8","AGAP028734"
"AGAP011462.1",3.56469764997307e-08,2.19060530766872,0.292,0.026,0.000468080448417964,"C_8","AGAP011462"
"AGAP005784",3.56469764997307e-08,2.16018358133156,0.292,0.026,0.000468080448417964,"C_8","AGAP005784"
"AGAP008585",3.56469764997307e-08,1.87379589765408,0.292,0.026,0.000468080448417964,"C_8","AGAP008585"
"AGAP004497.1",3.61646562123481e-08,1.32554480788689,0.458,0.07,0.000474878100724343,"C_8","AGAP004497"
"AGAP010395",3.61705283008089e-08,1.54158428174766,0.375,0.048,0.000474955207117922,"C_8","AGAP010395"
"AGAP008222.1",3.61705283008089e-08,1.51880370147668,0.375,0.048,0.000474955207117922,"C_8","AGAP008222"
"AGAP009528",3.66382372228181e-08,1.98698816202233,0.417,0.061,0.000481096692972824,"C_8","AGAP009528"
"AGAP007688.2",3.66907555979572e-08,1.33084529470647,0.542,0.101,0.000481786311756776,"C_8","AGAP007688"
"AGAP013719",3.70980750131587e-08,1.81277711638416,0.458,0.075,0.000487134822997786,"C_8","AGAP013719"
"AGAP004499",3.72362027026901e-08,2.18095818360786,0.292,0.026,0.000488948577689023,"C_8","AGAP004499"
"AGAP006505.1",3.72362027026901e-08,2.02511484888529,0.292,0.026,0.000488948577689023,"C_8","AGAP006505"
"AGAP010972",3.74835110596613e-08,1.72048941319363,0.375,0.048,0.000492195983724413,"C_8","AGAP010972"
"AGAP009719.1",3.77004065475103e-08,1.32814263362954,0.417,0.057,0.000495044038375358,"C_8","AGAP009719"
"AGAP001376.4",3.77704796805764e-08,1.42941630435759,0.583,0.114,0.000495964168685648,"C_8","AGAP001376"
"AGAP001415.3",3.81485284555528e-08,1.10113653903456,0.5,0.088,0.000500928327149864,"C_8","AGAP001415"
"AGAP004403.2",3.82760798777231e-08,0.799277884972582,0.542,0.114,0.000502603204874382,"C_8","AGAP004403"
"AGAP007736.3",3.8511580368948e-08,1.40309571490934,0.75,0.193,0.000505695561824656,"C_8","AGAP007736"
"AGAP010255",3.85855862262718e-08,2.45100989572156,0.25,0.018,0.000506667332737174,"C_8","AGAP010255"
"AGAP012322",3.85855862262718e-08,2.44070897005906,0.25,0.018,0.000506667332737174,"C_8","AGAP012322"
"AGAP009281",3.85855862262718e-08,2.28945381018846,0.25,0.018,0.000506667332737174,"C_8","AGAP009281"
"AGAP028207.2",3.86791922829522e-08,1.21535152891066,0.5,0.092,0.000507896473867445,"C_8","AGAP028207"
"AGAP010003.3",3.87611115576555e-08,1.30492795359037,0.542,0.101,0.000508972155863575,"C_8","AGAP010003"
"AGAP000295",3.88940494559554e-08,2.16554505119039,0.292,0.026,0.00051071776340615,"C_8","AGAP000295"
"AGAP004740",3.88940494559554e-08,2.07674599373298,0.292,0.026,0.00051071776340615,"C_8","AGAP004740"
"AGAP004411",3.88940494559554e-08,1.9753263606989,0.292,0.026,0.00051071776340615,"C_8","AGAP004411"
"AGAP006223.1",3.91214411392046e-08,1.99820371812634,0.417,0.061,0.000513703643598895,"C_8","AGAP006223"
"AGAP028553",3.91214411392046e-08,1.87578427025331,0.417,0.061,0.000513703643598895,"C_8","AGAP028553"
"AGAP004735.1",3.96302955068979e-08,1.73915955968799,0.333,0.035,0.000520385410301076,"C_8","AGAP004735"
"AGAP004331",4.02495582050364e-08,1.92527115330904,0.375,0.048,0.000528516948790333,"C_8","AGAP004331"
"AGAP013075",4.05358971695139e-08,2.28607545433306,0.25,0.018,0.000532276865732887,"C_8","AGAP013075"
"AGAP002587",4.05358971695139e-08,1.62528463410425,0.25,0.018,0.000532276865732887,"C_8","AGAP002587"
"AGAP001165",4.06233776675951e-08,2.21427103827816,0.292,0.026,0.000533425572153191,"C_8","AGAP001165"
"AGAP001284",4.06233776675951e-08,2.19830070785003,0.292,0.026,0.000533425572153191,"C_8","AGAP001284"
"AGAP003736",4.06233776675951e-08,1.38541797258249,0.292,0.026,0.000533425572153191,"C_8","AGAP003736"
"AGAP006178.2",4.06623845477008e-08,1.23590807278487,0.5,0.083,0.000533937771495859,"C_8","AGAP006178"
"AGAP008995.2",4.06628630149706e-08,1.43799674875572,0.458,0.075,0.000533944054249579,"C_8","AGAP008995"
"AGAP001362.1",4.06722390421935e-08,1.40333537595864,0.625,0.132,0.000534067170863043,"C_8","AGAP001362"
"AGAP002633",4.17058100504337e-08,1.68843052077419,0.375,0.048,0.000547638991772245,"C_8","AGAP002633"
"AGAP008843.1",4.20515775364343e-08,2.30802546306103,0.375,0.053,0.000552179264630919,"C_8","AGAP008843"
"AGAP002205.2",4.21229551469854e-08,1.72517058420433,0.5,0.092,0.000553116524035066,"C_8","AGAP002205"
"AGAP009317.2",4.21229551469854e-08,1.61221787094028,0.5,0.092,0.000553116524035066,"C_8","AGAP009317"
"AGAP001110.2",4.2147398068002e-08,1.65799089359426,0.583,0.123,0.000553437484030934,"C_8","AGAP001110"
"AGAP008933",4.2427162983415e-08,1.70761479662139,0.292,0.026,0.000557111077135223,"C_8","AGAP008933"
"AGAP001662.3",4.25548178205848e-08,-2.50032435433132,0.458,0.807,0.000558787312802099,"C_8","AGAP001662"
"AGAP011926",4.25816501031289e-08,2.43980178248384,0.25,0.018,0.000559139647504186,"C_8","AGAP011926"
"AGAP007747",4.25816501031289e-08,2.31900286665908,0.25,0.018,0.000559139647504186,"C_8","AGAP007747"
"AGAP007976",4.25816501031289e-08,2.25828165853325,0.25,0.018,0.000559139647504186,"C_8","AGAP007976"
"AGAP006596",4.25816501031289e-08,2.24688635254169,0.25,0.018,0.000559139647504186,"C_8","AGAP006596"
"AGAP012452",4.25816501031289e-08,2.2200771349477,0.25,0.018,0.000559139647504186,"C_8","AGAP012452"
"AGAP006480",4.25816501031289e-08,2.08211646074853,0.25,0.018,0.000559139647504186,"C_8","AGAP006480"
"AGAP028021",4.25816501031289e-08,1.87308249913623,0.25,0.018,0.000559139647504186,"C_8","AGAP028021"
"AGAP004548.2",4.29314277045814e-08,1.544371587585,0.625,0.145,0.000563732577188858,"C_8","AGAP004548"
"AGAP003807.3",4.32216035080584e-08,1.44257880776596,0.458,0.075,0.000567542875664315,"C_8","AGAP003807"
"AGAP000965.1",4.35368073972931e-08,2.3851282287696,0.375,0.053,0.000571681817933856,"C_8","AGAP000965"
"AGAP001935.4",4.37910166824386e-08,1.49481254478529,0.625,0.14,0.000575019840057101,"C_8","AGAP001935"
"AGAP008241",4.40566593144158e-08,1.15723855037466,0.5,0.088,0.000578507993457594,"C_8","AGAP008241"
"AGAP010735",4.43085001925823e-08,2.08847698722733,0.292,0.026,0.000581814916028798,"C_8","AGAP010735"
"AGAP008711.2",4.43516754914046e-08,1.32999243974861,0.708,0.184,0.000582381850877633,"C_8","AGAP008711"
"AGAP000347.1",4.45405384049128e-08,1.19229588143125,0.417,0.057,0.00058486180979491,"C_8","AGAP000347"
"AGAP028680",4.47273530533559e-08,1.97045897079071,0.25,0.018,0.000587314872943616,"C_8","AGAP028680"
"AGAP011011.1",4.47731329468556e-08,2.05417125323929,0.375,0.048,0.000587916008725161,"C_8","AGAP011011"
"AGAP009218.1",4.47731329468556e-08,1.61529410822314,0.375,0.048,0.000587916008725161,"C_8","AGAP009218"
"AGAP001595.3",4.52526715206023e-08,-3.06300853356242,0.167,0.732,0.000594212829737028,"C_8","AGAP001595"
"AGAP002476.1",4.53160246144243e-08,1.29860453561259,0.542,0.105,0.000595044719212005,"C_8","AGAP002476"
"AGAP001807.4",4.55137370471227e-08,1.43318422585731,0.583,0.123,0.000597640881165768,"C_8","AGAP001807"
"AGAP008899.1",4.55215626803172e-08,2.26730869625765,0.333,0.039,0.000597743639555245,"C_8","AGAP008899"
"AGAP007160.2",4.59361539825014e-08,1.67313679435841,0.458,0.075,0.000603187637944226,"C_8","AGAP007160"
"AGAP003714.2",4.60647418079893e-08,1.92512342118276,0.417,0.061,0.000604876124680708,"C_8","AGAP003714"
"AGAP002449.1",4.60647418079893e-08,1.86947680630585,0.417,0.061,0.000604876124680708,"C_8","AGAP002449"
"AGAP005638.1",4.60647418079893e-08,1.34385996086657,0.417,0.061,0.000604876124680708,"C_8","AGAP005638"
"AGAP002599.5",4.61135601705125e-08,-4.05061512305453,0.167,0.715,0.000605517158599,"C_8","AGAP002599"
"AGAP002124.1",4.62706077942154e-08,2.15599634375407,0.292,0.026,0.000607579350945842,"C_8","AGAP002124"
"AGAP008242",4.62706077942154e-08,2.14909461460665,0.292,0.026,0.000607579350945842,"C_8","AGAP008242"
"AGAP005885",4.62706077942154e-08,2.14598015601591,0.292,0.026,0.000607579350945842,"C_8","AGAP005885"
"AGAP000822.1",4.62706077942154e-08,1.99311019117964,0.292,0.026,0.000607579350945842,"C_8","AGAP000822"
"AGAP007703",4.62706077942154e-08,1.97718207347693,0.292,0.026,0.000607579350945842,"C_8","AGAP007703"
"AGAP003946",4.62706077942154e-08,1.73772169548709,0.292,0.026,0.000607579350945842,"C_8","AGAP003946"
"AGAP011719.1",4.63877136055576e-08,1.96357500713354,0.375,0.048,0.000609117067354577,"C_8","AGAP011719"
"AGAP001541",4.63877136055576e-08,1.51226939027445,0.375,0.048,0.000609117067354577,"C_8","AGAP001541"
"AGAP002126",4.69777187793614e-08,2.28537226340083,0.25,0.018,0.000616864425291795,"C_8","AGAP002126"
"AGAP005017",4.69777187793614e-08,2.100056980003,0.25,0.018,0.000616864425291795,"C_8","AGAP005017"
"AGAP011102",4.69777187793614e-08,2.02208835178218,0.25,0.018,0.000616864425291795,"C_8","AGAP011102"
"AGAP009863.4",4.70145011011819e-08,-3.22503665692042,0.208,0.737,0.000617347413959619,"C_8","AGAP009863"
"AGAP005808",4.80586755642818e-08,1.53195128787892,0.375,0.048,0.000631058468834584,"C_8","AGAP005808"
"AGAP006568",4.83168327304894e-08,2.12593302320789,0.292,0.026,0.000634448330584057,"C_8","AGAP006568"
"AGAP028169",4.83168327304894e-08,2.08500826615961,0.292,0.026,0.000634448330584057,"C_8","AGAP028169"
"AGAP028225",4.83168327304894e-08,2.03559634494423,0.292,0.026,0.000634448330584057,"C_8","AGAP028225"
"AGAP028562.2",4.88156668001011e-08,1.36947575419578,0.458,0.075,0.000640998520752128,"C_8","AGAP028562"
"AGAP007051.3",4.91312626360257e-08,1.68593506625137,0.542,0.105,0.000645142609673654,"C_8","AGAP007051"
"AGAP008245.2",4.91401037088404e-08,1.14230197794547,0.583,0.123,0.000645258701800783,"C_8","AGAP008245"
"AGAP006991",4.91644765168117e-08,1.88967771739212,0.417,0.061,0.000645578741142255,"C_8","AGAP006991"
"AGAP008977",4.91644765168117e-08,1.59715591987433,0.417,0.061,0.000645578741142255,"C_8","AGAP008977"
"AGAP006262",4.93376736703709e-08,2.15463600673051,0.25,0.018,0.00064785299296564,"C_8","AGAP006262"
"AGAP003626",4.93376736703709e-08,1.84216569182969,0.25,0.018,0.00064785299296564,"C_8","AGAP003626"
"AGAP010208.2",4.94130627540688e-08,1.57908797555644,0.5,0.088,0.000648842927023678,"C_8","AGAP010208"
"AGAP002904.3",4.95661406268795e-08,1.40721242011067,0.542,0.101,0.000650852992571555,"C_8","AGAP002904"
"AGAP001389",5.04506552919844e-08,2.04535373251938,0.292,0.026,0.000662467554639047,"C_8","AGAP001389"
"AGAP006129",5.04506552919844e-08,1.70408302510057,0.292,0.026,0.000662467554639047,"C_8","AGAP006129"
"AGAP005335",5.04506552919844e-08,1.36445415671753,0.292,0.026,0.000662467554639047,"C_8","AGAP005335"
"AGAP010598.3",5.08477799323844e-08,1.28856361977252,0.5,0.088,0.000667682198292139,"C_8","AGAP010598"
"AGAP003608",5.15774074532766e-08,1.83043159039926,0.375,0.048,0.000677262937268975,"C_8","AGAP003608"
"AGAP000688",5.18123670104552e-08,2.09453329655858,0.25,0.018,0.000680348191214287,"C_8","AGAP000688"
"AGAP013237",5.18123670104552e-08,1.90048060551517,0.25,0.018,0.000680348191214287,"C_8","AGAP013237"
"AGAP007014",5.18123670104552e-08,1.78348178367747,0.25,0.018,0.000680348191214287,"C_8","AGAP007014"
"AGAP007177",5.26756942011884e-08,1.75216644480801,0.292,0.026,0.000691684540555805,"C_8","AGAP007177"
"AGAP006691",5.30164270081248e-08,2.15134345866062,0.333,0.039,0.000696158703043687,"C_8","AGAP006691"
"AGAP005285.1",5.30458602160221e-08,1.20428907713677,0.583,0.123,0.000696545190496587,"C_8","AGAP005285"
"AGAP000502",5.44071806252967e-08,1.76918058867972,0.25,0.018,0.000714420688790771,"C_8","AGAP000502"
"AGAP003766",5.49957118802559e-08,1.75276264098026,0.292,0.026,0.00072214869269964,"C_8","AGAP003766"
"AGAP011359.1",5.50694075698213e-08,2.22486880008629,0.333,0.039,0.000723116390799324,"C_8","AGAP011359"
"AGAP004273.1",5.53300153280861e-08,1.17200562628802,0.833,0.246,0.000726538431273099,"C_8","AGAP004273"
"AGAP007988.1",5.53452844131552e-08,1.76387385252146,0.375,0.048,0.000726738929629141,"C_8","AGAP007988"
"AGAP004602.3",5.53983817742108e-08,1.46829365751612,0.5,0.088,0.000727436151077162,"C_8","AGAP004602"
"AGAP011650.1",5.5453725200032e-08,1.99786078159401,0.375,0.053,0.00072816286560162,"C_8","AGAP011650"
"AGAP003876.2",5.54660021140599e-08,1.60872050995763,0.458,0.079,0.00072832407375972,"C_8","AGAP003876"
"AGAP012990.2",5.55495533975686e-08,-2.07185547872926,0.625,0.82,0.000729421185663473,"C_8","AGAP012990"
"AGAP004169.4",5.6235177917629e-08,1.09746907283583,0.75,0.202,0.000738424121236386,"C_8","AGAP004169"
"AGAP008589",5.64318618404465e-08,3.11389054692281,0.167,0.004,0.000741006777826903,"C_8","AGAP008589"
"AGAP004580",5.68009587054892e-08,1.73321459825077,0.458,0.075,0.000745853388761778,"C_8","AGAP004580"
"AGAP006135",5.71277389257798e-08,2.20876466027608,0.25,0.018,0.000750144339834414,"C_8","AGAP006135"
"AGAP011039",5.71277389257798e-08,2.00871719668277,0.25,0.018,0.000750144339834414,"C_8","AGAP011039"
"AGAP007012.2",5.72397175677567e-08,1.53046772988585,0.625,0.149,0.000751614731382213,"C_8","AGAP007012"
"AGAP028468",5.72530050539594e-08,1.44930888296935,0.625,0.14,0.000751789209363541,"C_8","AGAP028468"
"AGAP000188.2",5.73865476998217e-08,1.48179313908114,0.667,0.158,0.000753542757846359,"C_8","AGAP000188"
"AGAP011379",5.74146199093165e-08,1.80345478356501,0.292,0.026,0.000753911374029234,"C_8","AGAP011379"
"AGAP028572",5.74146199093165e-08,1.68339628404634,0.292,0.026,0.000753911374029234,"C_8","AGAP028572"
"AGAP010397",5.78244571743564e-08,1.84501032806673,0.417,0.061,0.000759292947156474,"C_8","AGAP010397"
"AGAP005155.1",5.8648802926346e-08,0.917544986914441,0.5,0.088,0.00077011743122585,"C_8","AGAP005155"
"AGAP008509",5.92835754221181e-08,1.26184095797642,0.542,0.105,0.000778452628867833,"C_8","AGAP008509"
"AGAP009572.4",5.93682928203927e-08,-4.68314309616864,0.042,0.667,0.000779565053024576,"C_8","AGAP009572"
"AGAP011262.1",5.93793105861989e-08,1.87446351868542,0.375,0.048,0.000779709727307377,"C_8","AGAP011262"
"AGAP010596.1",5.9409002609933e-08,2.20910140038474,0.333,0.039,0.000780099613271031,"C_8","AGAP010596"
"AGAP007838.1",5.97257058401129e-08,1.63682136637566,0.417,0.061,0.000784258243386523,"C_8","AGAP007838"
"AGAP008611",6.02273944855534e-08,1.67135483030798,0.583,0.132,0.000790845916989802,"C_8","AGAP008611"
"AGAP008011",6.04159335090652e-08,2.97686464909217,0.167,0.004,0.000793321622907535,"C_8","AGAP008011"
"AGAP004869",6.04159335090652e-08,2.6206440360617,0.167,0.004,0.000793321622907535,"C_8","AGAP004869"
"AGAP013314",6.04159335090652e-08,2.61207562535216,0.167,0.004,0.000793321622907535,"C_8","AGAP013314"
"AGAP004357",6.04159335090652e-08,2.46998763079952,0.167,0.004,0.000793321622907535,"C_8","AGAP004357"
"AGAP004908",6.04159335090652e-08,2.33518414017919,0.167,0.004,0.000793321622907535,"C_8","AGAP004908"
"AGAP007665.1",6.04345028971721e-08,1.2328873559827,0.792,0.211,0.000793565457542767,"C_8","AGAP007665"
"AGAP002836",6.04391918790223e-08,1.95224526880915,0.417,0.066,0.000793627028563441,"C_8","AGAP002836"
"AGAP007757.1",6.06432190600104e-08,1.96545927062797,0.458,0.079,0.000796306109476996,"C_8","AGAP007757"
"AGAP003274.1",6.06432190600104e-08,1.87696849279818,0.458,0.079,0.000796306109476996,"C_8","AGAP003274"
"AGAP013720.1",6.14785621781332e-08,2.26601343964152,0.375,0.053,0.000807274999961067,"C_8","AGAP013720"
"AGAP028479.1",6.15017461933348e-08,1.71324505530312,0.375,0.048,0.000807579429264679,"C_8","AGAP028479"
"AGAP008403",6.23869761483641e-08,1.9101825022393,0.417,0.066,0.000819203383804169,"C_8","AGAP008403"
"AGAP028434.1",6.24707739528659e-08,1.82314708338141,0.458,0.079,0.000820303732775082,"C_8","AGAP028434"
"AGAP005070",6.36242770099655e-08,2.1513904553097,0.375,0.053,0.000835450381417857,"C_8","AGAP005070"
"AGAP008958",6.36976042633923e-08,1.44200118779954,0.375,0.048,0.000836413241582604,"C_8","AGAP008958"
"AGAP007144",6.37115905283722e-08,1.90729723820312,0.417,0.061,0.000836596895228056,"C_8","AGAP007144"
"AGAP008371",6.40791494004711e-08,1.92167218742056,0.333,0.039,0.000841423310777586,"C_8","AGAP008371"
"AGAP005680",6.43516396603357e-08,1.87866155321881,0.458,0.079,0.000845001380379868,"C_8","AGAP005680"
"AGAP013643",6.46719464803084e-08,2.79009885996548,0.167,0.004,0.000849207329232929,"C_8","AGAP013643"
"AGAP028419",6.46719464803084e-08,2.77472329198915,0.167,0.004,0.000849207329232929,"C_8","AGAP028419"
"AGAP002750",6.46719464803084e-08,2.69370300190588,0.167,0.004,0.000849207329232929,"C_8","AGAP002750"
"AGAP029038.3",6.59475835064052e-08,-3.21385428267565,0.167,0.719,0.000865957719022607,"C_8","AGAP029038"
"AGAP006598.1",6.59693351072448e-08,1.66658913620544,0.375,0.048,0.000866243339293232,"C_8","AGAP006598"
"AGAP012127",6.65456945468777e-08,1.85713138988089,0.333,0.039,0.000873811515095051,"C_8","AGAP012127"
"AGAP009861.2",6.77947443512464e-08,-2.13211903437651,0.625,0.816,0.000890212788076217,"C_8","AGAP009861"
"AGAP011848.1",6.80621967707862e-08,1.41076981866395,0.458,0.075,0.000893724705797194,"C_8","AGAP011848"
"AGAP008193",6.81354976001578e-08,1.9164591163773,0.375,0.053,0.000894687218987672,"C_8","AGAP008193"
"AGAP000146",6.86022346510375e-08,2.06386254322932,0.417,0.066,0.000900815943202773,"C_8","AGAP000146"
"AGAP028776",6.92177873730216e-08,2.94091153119239,0.167,0.004,0.000908898765995146,"C_8","AGAP028776"
"AGAP013568",6.92177873730216e-08,2.63034669922425,0.167,0.004,0.000908898765995146,"C_8","AGAP013568"
"AGAP013316",6.92177873730216e-08,2.44737416564921,0.167,0.004,0.000908898765995146,"C_8","AGAP013316"
"AGAP000606",6.92177873730216e-08,2.42498709774487,0.167,0.004,0.000908898765995146,"C_8","AGAP000606"
"AGAP007141",6.92177873730216e-08,2.25748608878215,0.167,0.004,0.000908898765995146,"C_8","AGAP007141"
"AGAP005622.1",6.94427372278746e-08,1.15251372717929,0.667,0.154,0.000911852582539222,"C_8","AGAP005622"
"AGAP011835.2",6.95477531163609e-08,1.33822628848144,0.5,0.088,0.000913231546170935,"C_8","AGAP011835"
"AGAP000254.3",6.97307810460821e-08,1.83248030599204,0.5,0.096,0.000915634885916104,"C_8","AGAP000254"
"AGAP001040",7.01775902144463e-08,1.78619047666412,0.417,0.061,0.000921501937105895,"C_8","AGAP001040"
"AGAP012278",7.17576797232735e-08,1.99871002732052,0.333,0.039,0.000942250092446304,"C_8","AGAP012278"
"AGAP009518.1",7.17576797232735e-08,1.98413730212605,0.333,0.039,0.000942250092446304,"C_8","AGAP009518"
"AGAP004772.1",7.19223935536439e-08,1.16048715211394,0.542,0.11,0.000944412949752898,"C_8","AGAP004772"
"AGAP011141",7.24708898778903e-08,1.28200320850872,0.417,0.061,0.000951615254986577,"C_8","AGAP011141"
"AGAP001779.2",7.27606562559314e-08,1.37713671887822,0.667,0.154,0.000955420177296635,"C_8","AGAP001779"
"AGAP028573",7.29558882782129e-08,2.17233855188839,0.375,0.053,0.000957983768981214,"C_8","AGAP028573"
"AGAP010264.3",7.38380611794302e-08,1.24066570688901,0.542,0.11,0.000969567581347097,"C_8","AGAP010264"
"AGAP011518.3",7.38380611794302e-08,1.10921709729289,0.542,0.11,0.000969567581347097,"C_8","AGAP011518"
"AGAP004875",7.40724718267481e-08,2.69139475494875,0.167,0.004,0.00097264562755703,"C_8","AGAP004875"
"AGAP003278",7.40724718267481e-08,2.50205439804743,0.167,0.004,0.00097264562755703,"C_8","AGAP003278"
"AGAP007290",7.40724718267481e-08,2.42163853425418,0.167,0.004,0.00097264562755703,"C_8","AGAP007290"
"AGAP002842",7.40724718267481e-08,2.41678965235758,0.167,0.004,0.00097264562755703,"C_8","AGAP002842"
"AGAP006706",7.40724718267481e-08,2.23811853367002,0.167,0.004,0.00097264562755703,"C_8","AGAP006706"
"AGAP013452",7.40724718267481e-08,2.10020178731303,0.167,0.004,0.00097264562755703,"C_8","AGAP013452"
"AGAP006086",7.40724718267481e-08,1.9340251371903,0.167,0.004,0.00097264562755703,"C_8","AGAP006086"
"AGAP008818.1",7.4475819459144e-08,1.4940796017733,0.458,0.075,0.00097794198531802,"C_8","AGAP008818"
"AGAP007985",7.45098331714256e-08,1.99368710529596,0.333,0.039,0.000978388619373989,"C_8","AGAP007985"
"AGAP006283.1",7.45098331714256e-08,1.93366777633773,0.333,0.039,0.000978388619373989,"C_8","AGAP006283"
"AGAP013121.1",7.48367023856198e-08,1.82185145203844,0.417,0.061,0.000982680739025574,"C_8","AGAP013121"
"AGAP013176.1",7.48367023856198e-08,1.64717990354506,0.417,0.061,0.000982680739025574,"C_8","AGAP013176"
"AGAP008075.2",7.49065823773781e-08,-2.36626955912541,0.5,0.811,0.000983598333197352,"C_8","AGAP008075"
"AGAP001660.2",7.56107824906779e-08,0.890596668793041,0.917,0.281,0.000992845184885092,"C_8","AGAP001660"
"AGAP001522",7.68432872965205e-08,1.47590634868478,0.458,0.079,0.00100902920549061,"C_8","AGAP001522"
"AGAP002361.1",7.72772389911923e-08,1.76920464673219,0.417,0.061,0.00101472742519335,"C_8","AGAP002361"
"AGAP012391",7.72772389911923e-08,1.07473346654395,0.417,0.061,0.00101472742519335,"C_8","AGAP012391"
"AGAP013528",7.73640963127793e-08,2.21443479638893,0.333,0.039,0.00101586794868311,"C_8","AGAP013528"
"AGAP028474",7.73640963127793e-08,2.08778085780698,0.333,0.039,0.00101586794868311,"C_8","AGAP028474"
"AGAP008726.1",7.78288251767662e-08,1.85823339215385,0.417,0.066,0.00102197030339612,"C_8","AGAP008726"
"AGAP011991.3",7.82039962489269e-08,1.67207545405787,0.5,0.092,0.00102689667474466,"C_8","AGAP011991"
"AGAP008694",7.90727371577544e-08,1.50951259263338,0.458,0.075,0.00103830411161847,"C_8","AGAP008694"
"AGAP028215.2",7.98643336162946e-08,0.965854931471417,0.75,0.184,0.00104869856471556,"C_8","AGAP028215"
"AGAP012378",8.03241218665214e-08,2.1544004821165,0.333,0.039,0.00105473604422929,"C_8","AGAP012378"
"AGAP013762.1",8.03241218665214e-08,2.12806836791932,0.333,0.039,0.00105473604422929,"C_8","AGAP013762"
"AGAP006974",8.03241218665214e-08,2.1147135984659,0.333,0.039,0.00105473604422929,"C_8","AGAP006974"
"AGAP000927.3",8.04042155450541e-08,-3.24942052302067,0.292,0.737,0.0010557877543221,"C_8","AGAP000927"
"AGAP007372.1",8.13404757157444e-08,1.54097942204906,0.375,0.048,0.00106808178662344,"C_8","AGAP007372"
"AGAP006634.3",8.19843698930283e-08,1.16789470357234,0.875,0.246,0.00107653676106535,"C_8","AGAP006634"
"AGAP013103.3",8.2154264270316e-08,-3.46994767709603,0.167,0.706,0.00107876764413352,"C_8","AGAP013103"
"AGAP004781",8.33936880219233e-08,2.10710957860346,0.333,0.039,0.00109504251741588,"C_8","AGAP004781"
"AGAP009514",8.33936880219233e-08,1.81235168824346,0.333,0.039,0.00109504251741588,"C_8","AGAP009514"
"AGAP006271.1",8.39398840186009e-08,1.32480278285196,0.458,0.079,0.00110221461704825,"C_8","AGAP006271"
"AGAP008103.2",8.41820666968771e-08,1.37850416479574,0.542,0.11,0.00110539471779669,"C_8","AGAP008103"
"AGAP006645.4",8.64130141137491e-08,1.52394109899557,0.542,0.11,0.00113468928832764,"C_8","AGAP006645"
"AGAP012564.2",8.64434384497437e-08,1.60687871570943,0.458,0.079,0.00113508879028359,"C_8","AGAP012564"
"AGAP011421.1",8.64872130453293e-08,1.58188409695487,0.458,0.075,0.00113566359449822,"C_8","AGAP011421"
"AGAP008335",8.65767025552253e-08,1.9200421760584,0.333,0.039,0.00113683868125266,"C_8","AGAP008335"
"AGAP006078.1",8.65767025552253e-08,1.36993489211535,0.333,0.039,0.00113683868125266,"C_8","AGAP006078"
"AGAP013317",8.69939986014777e-08,2.75956324511306,0.125,0,0.001142318195636,"C_8","AGAP013317"
"AGAP003958",8.69939986014777e-08,2.72501508978865,0.125,0,0.001142318195636,"C_8","AGAP003958"
"AGAP002556",8.69939986014777e-08,2.72438284670786,0.125,0,0.001142318195636,"C_8","AGAP002556"
"AGAP005760",8.69939986014777e-08,2.65942380599699,0.125,0,0.001142318195636,"C_8","AGAP005760"
"AGAP011951",8.69939986014777e-08,2.58625224954646,0.125,0,0.001142318195636,"C_8","AGAP011951"
"AGAP007994",8.69939986014777e-08,2.49655164468425,0.125,0,0.001142318195636,"C_8","AGAP007994"
"AGAP001018",8.69939986014777e-08,2.44814143734965,0.125,0,0.001142318195636,"C_8","AGAP001018"
"AGAP006284",8.69939986014777e-08,2.43204829923753,0.125,0,0.001142318195636,"C_8","AGAP006284"
"AGAP007283",8.69939986014777e-08,2.35284900000538,0.125,0,0.001142318195636,"C_8","AGAP007283"
"AGAP012635",8.69939986014777e-08,1.96982626472503,0.125,0,0.001142318195636,"C_8","AGAP012635"
"AGAP000816",8.69939986014777e-08,1.86163833833727,0.125,0,0.001142318195636,"C_8","AGAP000816"
"AGAP006054",8.69939986014777e-08,1.70678653132559,0.125,0,0.001142318195636,"C_8","AGAP006054"
"AGAP000655.4",8.71680563274316e-08,-2.71092584112561,0.333,0.75,0.0011446037476355,"C_8","AGAP000655"
"AGAP004877.3",9.07858115252469e-08,1.49081083060321,0.542,0.114,0.00119210849113802,"C_8","AGAP004877"
"AGAP002886",9.10479155792205e-08,1.54433330203806,0.542,0.11,0.00119555017947074,"C_8","AGAP002886"
