"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AGAP003289",1.65398886590638e-13,2.58418880446932,0.615,0.046,2.17185277982167e-09,"C_1","AGAP003289"
"AGAP002102",5.69698523134576e-12,3.03790365298278,0.308,0.008,7.48071130728011e-08,"C_1","AGAP002102"
"AGAP009879",7.17156370093606e-12,2.80747608433959,0.385,0.017,9.41698029569914e-08,"C_1","AGAP009879"
"AGAP011436",8.61973745396277e-12,2.76307610179201,0.308,0.008,1.13185772507985e-07,"C_1","AGAP011436"
"AGAP008766",7.92766142205102e-11,2.21213528818525,0.538,0.046,1.04098122132952e-06,"C_1","AGAP008766"
"AGAP008459",3.88608597476892e-10,3.00750652355501,0.308,0.013,5.10281949346907e-06,"C_1","AGAP008459"
"AGAP012450",3.88608597476892e-10,2.7416896327489,0.308,0.013,5.10281949346907e-06,"C_1","AGAP012450"
"AGAP006523",3.88608597476892e-10,2.50979450510751,0.308,0.013,5.10281949346907e-06,"C_1","AGAP006523"
"AGAP006537",5.51731760753994e-10,2.18816491037552,0.308,0.013,7.24478975046069e-06,"C_1","AGAP006537"
"AGAP005742",5.58261048993733e-10,2.64206469787823,0.538,0.054,7.3305258343367e-06,"C_1","AGAP005742"
"AGAP011511",1.11239480802413e-09,2.24497038261249,0.385,0.025,1.46068562241649e-05,"C_1","AGAP011511"
"AGAP010468",1.33505973355843e-09,2.7500075829358,0.154,0,1.75306693613558e-05,"C_1","AGAP010468"
"AGAP012886",1.33505973355843e-09,2.50053767743932,0.154,0,1.75306693613558e-05,"C_1","AGAP012886"
"AGAP006345",1.33505973355843e-09,1.89709090409176,0.154,0,1.75306693613558e-05,"C_1","AGAP006345"
"AGAP002276",1.58892894770005e-09,1.88160872731912,0.538,0.054,2.08642260122494e-05,"C_1","AGAP002276"
"AGAP013298",1.67895537766769e-09,1.4949381025396,0.385,0.025,2.20463630641545e-05,"C_1","AGAP013298"
"AGAP004634",3.51762506763353e-09,2.65553005361989,0.538,0.063,4.61899347630959e-05,"C_1","AGAP004634"
"AGAP011810",3.58181433673474e-09,2.31803654923784,0.462,0.042,4.70328040556639e-05,"C_1","AGAP011810"
"AGAP001637",6.13584844107425e-09,2.6175691622883,0.385,0.029,8.0569825879746e-05,"C_1","AGAP001637"
"AGAP011968",6.26034275134689e-09,2.2483801267585,0.538,0.063,8.2204560667936e-05,"C_1","AGAP011968"
"AGAP013245",6.53629776407885e-09,2.52657201706132,0.385,0.029,8.58281259401194e-05,"C_1","AGAP013245"
"AGAP011912",6.8193485560391e-09,2.68944916955739,0.308,0.017,8.95448658893494e-05,"C_1","AGAP011912"
"AGAP010531",6.96212121915514e-09,2.61497856924583,0.385,0.029,9.14196137287262e-05,"C_1","AGAP010531"
"AGAP028600",7.36205516173482e-09,2.10962551500124,0.308,0.017,9.66711463287399e-05,"C_1","AGAP028600"
"AGAP028716",7.53629766247586e-09,1.61698465266311,0.615,0.079,9.89591246059705e-05,"C_1","AGAP028716"
"AGAP010997",7.94667063072187e-09,2.78370660835311,0.308,0.017,0.000104347732052009,"C_1","AGAP010997"
"AGAP003349",9.48013237790449e-09,2.04947010924539,0.615,0.084,0.000124483618254264,"C_1","AGAP003349"
"AGAP002205",1.16226424800873e-08,1.71009282935828,0.692,0.1,0.000152616918406027,"C_1","AGAP002205"
"AGAP001169",1.21646549477469e-08,2.28596815847197,0.615,0.088,0.000159734084118865,"C_1","AGAP001169"
"AGAP009385",1.51125853753139e-08,1.69726192143118,0.769,0.126,0.000198443358563247,"C_1","AGAP009385"
"AGAP028167",1.5817649242108e-08,2.20040427791495,0.462,0.046,0.00020770155219812,"C_1","AGAP028167"
"AGAP006495",2.63540571036749e-08,2.50718712518535,0.231,0.008,0.000346055123828355,"C_1","AGAP006495"
"AGAP011014",2.89113985329874e-08,2.41955444577075,0.231,0.008,0.000379635574136658,"C_1","AGAP011014"
"AGAP011087",2.89375665852655e-08,1.61613929866406,0.692,0.113,0.000379979186831122,"C_1","AGAP011087"
"AGAP007270",2.93500991017798e-08,2.53902240961518,0.385,0.033,0.000385396151305471,"C_1","AGAP007270"
"AGAP028613",3.11254684446118e-08,2.08911346653759,0.462,0.05,0.000408708526146197,"C_1","AGAP028613"
"AGAP010077",4.15558767240023e-08,2.20047887727914,0.385,0.033,0.000545670217262875,"C_1","AGAP010077"
"AGAP028445",4.86359492504264e-08,1.88892587491209,0.462,0.05,0.00063863864960735,"C_1","AGAP028445"
"AGAP012296",5.10897424978899e-08,2.14686770646157,0.462,0.05,0.000670859408739792,"C_1","AGAP012296"
"AGAP003263",5.18024542438346e-08,1.73501548561873,0.692,0.113,0.000680218026675793,"C_1","AGAP003263"
"AGAP003385",5.86241096324093e-08,2.3297986385095,0.385,0.033,0.000769793183583167,"C_1","AGAP003385"
"AGAP004841",6.19237089957854e-08,1.7584456364114,0.692,0.126,0.000813120222823658,"C_1","AGAP004841"
"AGAP008380",7.29692205942317e-08,2.55658341079067,0.308,0.021,0.000958158835622856,"C_1","AGAP008380"
"AGAP006759",7.80630180148176e-08,2.38114108451868,0.308,0.021,0.00102504548955257,"C_1","AGAP006759"
"AGAP008258",8.20225182416286e-08,1.82726824853151,0.538,0.071,0.00107703768703083,"C_1","AGAP008258"
"AGAP007783",8.33915366801901e-08,1.68310599961339,0.615,0.092,0.00109501426814758,"C_1","AGAP007783"
"AGAP011683",8.35004251123034e-08,2.49460637910763,0.308,0.021,0.00109644408214966,"C_1","AGAP011683"
"AGAP009090",8.35004251123034e-08,2.4105059137086,0.308,0.021,0.00109644408214966,"C_1","AGAP009090"
"AGAP010795",9.31485436501151e-08,2.0917533621949,0.538,0.071,0.00122313352666966,"C_1","AGAP010795"
"AGAP009361",9.54967450224736e-08,2.27038105989689,0.308,0.021,0.0012539677588901,"C_1","AGAP009361"
"AGAP010545",9.72203767917113e-08,1.68917803258962,0.615,0.092,0.00127660076765196,"C_1","AGAP010545"
"AGAP003386",1.46014412237137e-07,2.2608016466333,0.538,0.075,0.00191731524708585,"C_1","AGAP003386"
"AGAP004323",1.46014412237137e-07,1.87598942660601,0.538,0.075,0.00191731524708585,"C_1","AGAP004323"
"AGAP009829",1.4727628676951e-07,2.41178842477009,0.385,0.038,0.00193388492157044,"C_1","AGAP009829"
"AGAP005146",1.50004945834104e-07,1.68912189198887,0.615,0.096,0.00196971494374762,"C_1","AGAP005146"
"AGAP010360",1.50614592370664e-07,2.07481625961589,0.692,0.13,0.00197772021241918,"C_1","AGAP010360"
"AGAP028049",1.54304146537521e-07,0.97714481504557,0.769,0.142,0.00202616774818418,"C_1","AGAP028049"
"AGAP003672",1.63874275893105e-07,1.98789874403676,0.385,0.038,0.00215183311675237,"C_1","AGAP003672"
"AGAP011348",1.73956484289736e-07,1.88771361925396,0.538,0.079,0.00228422259520853,"C_1","AGAP011348"
"AGAP013124",1.76679136273511e-07,2.41118652010645,0.462,0.059,0.00231997373840747,"C_1","AGAP013124"
"AGAP002199",1.79063812465929e-07,1.45551651027001,0.538,0.075,0.00235128692149011,"C_1","AGAP002199"
"AGAP013448",1.82274346253252e-07,2.39404236719198,0.385,0.038,0.00239344444065145,"C_1","AGAP013448"
"AGAP002678",2.01714696227685e-07,1.7961579864445,0.462,0.054,0.00264871567616573,"C_1","AGAP002678"
"AGAP009867",2.31420963324675e-07,1.90420132908479,0.462,0.054,0.0030387886694163,"C_1","AGAP009867"
"AGAP012540",2.37437159089613e-07,2.32012614342946,0.385,0.038,0.00311778733600571,"C_1","AGAP012540"
"AGAP013469",2.48802137330179e-07,1.92756616928169,0.538,0.079,0.00326702086528257,"C_1","AGAP013469"
"AGAP007138",2.52751198630836e-07,2.1488098934904,0.462,0.059,0.00331887598922151,"C_1","AGAP007138"
"AGAP001620",2.64240946374283e-07,2.36794798065505,0.462,0.059,0.00346974786684071,"C_1","AGAP001620"
"AGAP004454",2.65333404743377e-07,1.81769929894107,0.462,0.054,0.00348409293768528,"C_1","AGAP004454"
"AGAP005941",2.99953979411526e-07,3.04735165830098,0.308,0.025,0.00393869570365275,"C_1","AGAP005941"
"AGAP008559",3.79923742565956e-07,1.58029374642951,0.769,0.163,0.00498877866363357,"C_1","AGAP008559"
"AGAP008460",3.82903759656267e-07,2.82737987288317,0.308,0.025,0.00502790926804645,"C_1","AGAP008460"
"AGAP002634",4.48129060516045e-07,1.72636296152977,0.462,0.059,0.00588438269363619,"C_1","AGAP002634"
"AGAP009723",4.6829934752237e-07,1.3285543834809,0.846,0.184,0.00614923873231624,"C_1","AGAP009723"
"AGAP011064",4.87783198968914e-07,1.54579458105504,0.308,0.025,0.00640508118566081,"C_1","AGAP011064"
"AGAP006878",4.93278773658449e-07,2.11540510474995,0.538,0.084,0.00647724357690909,"C_1","AGAP006878"
"AGAP001123",5.24600378395604e-07,1.8872870011063,0.615,0.109,0.00688852756871268,"C_1","AGAP001123"
"AGAP006222",5.32121041442539e-07,1.91752063305053,0.538,0.084,0.00698728139518198,"C_1","AGAP006222"
"AGAP000599",5.50121867465211e-07,2.28642749886281,0.308,0.025,0.00722365024168568,"C_1","AGAP000599"
"AGAP002494",5.50121867465211e-07,1.9957293966553,0.308,0.025,0.00722365024168568,"C_1","AGAP002494"
"AGAP002294",5.50121867465211e-07,1.87022707922718,0.308,0.025,0.00722365024168568,"C_1","AGAP002294"
"AGAP013772",5.66683224877451e-07,2.23276864428937,0.385,0.042,0.00744111742586581,"C_1","AGAP013772"
"AGAP005354",5.71290628018841e-07,2.68926087889283,0.231,0.013,0.00750161723651541,"C_1","AGAP005354"
"AGAP006716",5.71290628018841e-07,2.41115769358011,0.231,0.013,0.00750161723651541,"C_1","AGAP006716"
"AGAP013297",5.71290628018841e-07,2.39763178299877,0.231,0.013,0.00750161723651541,"C_1","AGAP013297"
"AGAP028571",5.95376859233093e-07,2.26042706375432,0.385,0.042,0.00781789353858974,"C_1","AGAP028571"
"AGAP010073",5.95964703413719e-07,1.73756913972236,0.538,0.084,0.00782561252052554,"C_1","AGAP010073"
"AGAP011372",6.16794396470868e-07,1.76466307253962,0.231,0.013,0.00809912722005897,"C_1","AGAP011372"
"AGAP028055",6.20107096016807e-07,2.26586110407709,0.308,0.025,0.00814262627779669,"C_1","AGAP028055"
"AGAP001809",6.20107096016807e-07,2.02184146154893,0.308,0.025,0.00814262627779669,"C_1","AGAP001809"
"AGAP009146",6.20107096016807e-07,1.76459048093855,0.308,0.025,0.00814262627779669,"C_1","AGAP009146"
"AGAP007066",6.23122610096764e-07,1.86021940419186,0.692,0.142,0.00818222299318062,"C_1","AGAP007066"
"AGAP013187",6.25468453012671e-07,2.31767236600078,0.385,0.042,0.00821302625650938,"C_1","AGAP013187"
"AGAP010995",6.25468453012671e-07,2.24774784243512,0.385,0.042,0.00821302625650938,"C_1","AGAP010995"
"AGAP006024",6.57023250284925e-07,2.23019242527798,0.385,0.042,0.00862737229949135,"C_1","AGAP006024"
"AGAP006370",6.57303159369535e-07,1.53431524613564,0.538,0.079,0.00863104778568137,"C_1","AGAP006370"
"AGAP006840",6.57926531818719e-07,2.92712243960191,0.385,0.046,0.0086392332893116,"C_1","AGAP006840"
"AGAP009317",6.62555289572475e-07,1.57327673136823,0.615,0.105,0.00870001350737616,"C_1","AGAP009317"
"AGAP008630",6.65781617460383e-07,2.38355563972254,0.231,0.013,0.00874237841887228,"C_1","AGAP008630"
"AGAP002583",6.65781617460383e-07,1.79851820054546,0.231,0.013,0.00874237841887228,"C_1","AGAP002583"
"AGAP028507",6.65781617460383e-07,1.68655612096883,0.231,0.013,0.00874237841887228,"C_1","AGAP028507"
"AGAP013009",6.90109395494648e-07,1.99873593542488,0.385,0.042,0.00906182647224022,"C_1","AGAP013009"
"AGAP009313",7.18507417762701e-07,2.18066075209508,0.231,0.013,0.00943472090264203,"C_1","AGAP009313"
"AGAP006898",7.21098535434842e-07,1.48201045064236,0.462,0.059,0.00946874486879491,"C_1","AGAP006898"
"AGAP009367",7.41409241036234e-07,2.16729806660407,0.308,0.025,0.00973544474404678,"C_1","AGAP009367"
"AGAP011595",7.75244695869855e-07,2.38043496368116,0.231,0.013,0.0101797381014671,"C_1","AGAP011595"
"AGAP011015",7.75244695869855e-07,2.07907279676476,0.231,0.013,0.0101797381014671,"C_1","AGAP011015"
"AGAP009268",7.85556304051852e-07,1.0734783097598,0.462,0.059,0.0103151398285049,"C_1","AGAP009268"
"AGAP007266",7.86700966068406e-07,2.01503225911616,0.308,0.025,0.0103301703854442,"C_1","AGAP007266"
"AGAP008732",7.99283462113311e-07,2.08920147531785,0.385,0.042,0.0104953911410099,"C_1","AGAP008732"
"AGAP013144",8.41985788393469e-07,1.49725362553842,0.615,0.105,0.0110561153873946,"C_1","AGAP013144"
"AGAP007269",9.63189822013617e-07,1.86041743157335,0.462,0.063,0.0126476455528608,"C_1","AGAP007269"
"AGAP005955",9.97355924332651e-07,1.48050403099299,0.538,0.079,0.013096280642412,"C_1","AGAP005955"
"AGAP004474",1.0073845675332e-06,2.43535025566983,0.385,0.046,0.0132279667562784,"C_1","AGAP004474"
"AGAP002355",1.01916263960486e-06,1.44226773081588,0.385,0.042,0.0133826246206515,"C_1","AGAP002355"
"AGAP011023",1.06964027014909e-06,1.9710498521943,0.385,0.042,0.0140454463873277,"C_1","AGAP011023"
"AGAP002635",1.17790969389597e-06,1.46684695867487,0.385,0.042,0.015467132190548,"C_1","AGAP002635"
"AGAP011490",1.25981096039141e-06,2.70413943319512,0.154,0.004,0.0165425777208996,"C_1","AGAP011490"
"AGAP012152",1.25981096039141e-06,2.3693772036098,0.154,0.004,0.0165425777208996,"C_1","AGAP012152"
"AGAP008686",1.25981096039141e-06,2.1734825135107,0.154,0.004,0.0165425777208996,"C_1","AGAP008686"
"AGAP028522",1.33329714104862e-06,2.14366969205239,0.385,0.046,0.0175075247591095,"C_1","AGAP028522"
"AGAP028679",1.33329714104862e-06,2.12928606117724,0.385,0.046,0.0175075247591095,"C_1","AGAP028679"
"AGAP006844",1.33697921931577e-06,3.00723278359313,0.308,0.029,0.0175558741288354,"C_1","AGAP006844"
"AGAP009683",1.3373655529252e-06,1.55219527341007,0.692,0.13,0.0175609470754608,"C_1","AGAP009683"
"AGAP011259",1.39867784609975e-06,2.83433901053253,0.154,0.004,0.0183660387971359,"C_1","AGAP011259"
"AGAP013413",1.39867784609975e-06,2.64564593180764,0.154,0.004,0.0183660387971359,"C_1","AGAP013413"
"AGAP012403",1.43777030763811e-06,1.32952958028502,0.615,0.109,0.018879361909596,"C_1","AGAP012403"
"AGAP028710",1.4859471022707e-06,1.34269067882695,0.615,0.109,0.0195119713999166,"C_1","AGAP028710"
"AGAP010628",1.51727948525448e-06,1.95938229470393,0.615,0.113,0.0199233969208766,"C_1","AGAP010628"
"AGAP003920",1.53217725773701e-06,2.19251560856148,0.385,0.046,0.0201190195713447,"C_1","AGAP003920"
"AGAP012805",1.55220351060574e-06,2.65444219657143,0.154,0.004,0.020381984297764,"C_1","AGAP012805"
"AGAP028039",1.55220351060574e-06,2.07019507720932,0.154,0.004,0.020381984297764,"C_1","AGAP028039"
"AGAP012732",1.55220351060574e-06,2.06312127548238,0.154,0.004,0.020381984297764,"C_1","AGAP012732"
"AGAP006487",1.55220351060574e-06,1.88972081288796,0.154,0.004,0.020381984297764,"C_1","AGAP006487"
"AGAP002037",1.55220351060574e-06,1.68112573933799,0.154,0.004,0.020381984297764,"C_1","AGAP002037"
"AGAP000844",1.65476403221696e-06,1.89047679004544,0.615,0.126,0.0217287065070409,"C_1","AGAP000844"
"AGAP003611",1.6802914722288e-06,2.07090011200603,0.385,0.046,0.0220639073218363,"C_1","AGAP003611"
"AGAP006444",1.70636914780681e-06,1.22716944518736,0.615,0.105,0.0224063332798512,"C_1","AGAP006444"
"AGAP003606",1.74650114492071e-06,2.07951238029416,0.538,0.092,0.0229333065339538,"C_1","AGAP003606"
"AGAP007792",1.83308439671798e-06,1.36864328307809,0.769,0.172,0.0240702312133038,"C_1","AGAP007792"
"AGAP013074",1.84211608472539e-06,2.23360667773661,0.385,0.046,0.0241888263085291,"C_1","AGAP013074"
"AGAP009573",1.86105419554697e-06,2.43641899937881,0.308,0.029,0.0244375026417272,"C_1","AGAP009573"
"AGAP006465",1.92854366184297e-06,2.215286481591,0.385,0.046,0.02532370682366,"C_1","AGAP006465"
"AGAP028115",1.93360580714213e-06,1.76181655237105,0.462,0.067,0.0253901778535834,"C_1","AGAP028115"
"AGAP003070",1.99224246907513e-06,1.10521584400888,0.692,0.146,0.0261601358614256,"C_1","AGAP003070"
"AGAP001329",2.01885979374304e-06,2.06661644500732,0.385,0.046,0.0265096479516399,"C_1","AGAP001329"
"AGAP004222",2.19223528752872e-06,2.23968368937908,0.308,0.029,0.0287862415605396,"C_1","AGAP004222"
"AGAP009940",2.22749065971459e-06,2.2189018875464,0.462,0.071,0.0292491798527122,"C_1","AGAP009940"
"AGAP006923",2.2638380330734e-06,1.70893603772569,0.462,0.067,0.0297264572122869,"C_1","AGAP006923"
"AGAP002998",2.36666202283572e-06,1.47437006706575,0.538,0.088,0.0310766390218559,"C_1","AGAP002998"
"AGAP006045",2.38214006495879e-06,1.57463190213993,0.615,0.113,0.0312798811929738,"C_1","AGAP006045"
"AGAP008192",2.42245099315014e-06,1.92867497712407,0.385,0.046,0.0318092039910545,"C_1","AGAP008192"
"AGAP003343",2.44371670279303e-06,2.1763830297059,0.308,0.029,0.0320884440243753,"C_1","AGAP003343"
"AGAP003854",2.53903275289742e-06,1.39951159145276,0.538,0.088,0.033340039078296,"C_1","AGAP003854"
"AGAP009501",2.57962278667287e-06,2.2542490967961,0.308,0.029,0.0338730268118014,"C_1","AGAP009501"
"AGAP005047",2.57962278667287e-06,2.16215710922031,0.308,0.029,0.0338730268118014,"C_1","AGAP005047"
"AGAP002293",2.57962278667287e-06,1.8272531564309,0.308,0.029,0.0338730268118014,"C_1","AGAP002293"
"AGAP004931",2.75322769977585e-06,1.84587132205902,0.462,0.067,0.0361526329257567,"C_1","AGAP004931"
"AGAP013465",2.77485926739891e-06,1.67312451652309,0.385,0.046,0.0364366770402151,"C_1","AGAP013465"
"AGAP012399",2.82790716057711e-06,1.46845963675377,0.846,0.213,0.0371332489255381,"C_1","AGAP012399"
"AGAP004714",2.87351809996179e-06,2.16883920337075,0.308,0.029,0.0377321661705983,"C_1","AGAP004714"
"AGAP008836",2.87351809996179e-06,1.84882948425684,0.308,0.029,0.0377321661705983,"C_1","AGAP008836"
"AGAP028063",2.87351809996179e-06,1.54401882395317,0.308,0.029,0.0377321661705983,"C_1","AGAP028063"
"AGAP007877",2.88824192333903e-06,1.63349304689091,0.615,0.126,0.0379255046953648,"C_1","AGAP007877"
"AGAP000657",2.97614612142817e-06,1.78901327228953,0.462,0.067,0.0390797747204733,"C_1","AGAP000657"
"AGAP001483",3.02609649396065e-06,2.23650840972163,0.462,0.071,0.0397356730621974,"C_1","AGAP001483"
"AGAP012968",3.03225930126175e-06,2.25845677034029,0.308,0.029,0.0398165968848681,"C_1","AGAP012968"
"AGAP003602",3.1317820753501e-06,1.2236713150765,0.692,0.142,0.0411234304314222,"C_1","AGAP003602"
"AGAP028538",3.19939431657155e-06,1.88467863981208,0.308,0.029,0.042011246770901,"C_1","AGAP028538"
"AGAP002482",3.25843136730216e-06,1.53202493658009,0.538,0.092,0.0427864622840447,"C_1","AGAP002482"
"AGAP011737",3.25856823984725e-06,1.57535613564029,0.692,0.146,0.0427882595574342,"C_1","AGAP011737"
"AGAP003680",3.26507768040535e-06,2.25382571058991,0.462,0.071,0.0428737350214027,"C_1","AGAP003680"
"AGAP009319",3.37534555413844e-06,1.78264886047352,0.308,0.029,0.0443216624713918,"C_1","AGAP009319"
"AGAP007074",3.57126074796922e-06,1.33833803084988,0.692,0.151,0.0468942248815839,"C_1","AGAP007074"
"AGAP006266",3.71025263828925e-06,1.42436550240729,0.615,0.113,0.0487193273933762,"C_1","AGAP006266"
"AGAP008750",3.90083354517101e-06,1.35570510482861,0.462,0.067,0.0512218452816406,"C_1","AGAP008750"
"AGAP005447",3.99672253553461e-06,2.77106670962635,0.231,0.017,0.052480963614105,"C_1","AGAP005447"
"AGAP008781",4.02616526777517e-06,2.31340422931439,0.385,0.05,0.0528675761311558,"C_1","AGAP008781"
"AGAP002257",4.14897454876128e-06,1.85667892265338,0.615,0.134,0.0544801847997844,"C_1","AGAP002257"
"AGAP008363",4.41482241438698e-06,0.958258533554893,0.462,0.071,0.0579710331233154,"C_1","AGAP008363"
"AGAP010787",4.45906037266923e-06,1.06946209448713,0.615,0.121,0.0585519217535196,"C_1","AGAP010787"
"AGAP009127",4.73373092824644e-06,1.17623060571008,0.538,0.092,0.062158620818804,"C_1","AGAP009127"
"AGAP008702",4.75786879179128e-06,1.57908902030964,0.462,0.071,0.0624755751050113,"C_1","AGAP008702"
"AGAP002724",4.8684493751291e-06,2.60522254211025,0.231,0.017,0.0639276087448203,"C_1","AGAP002724"
"AGAP028189",5.12636404918938e-06,1.8785243956715,0.462,0.071,0.0673142863299057,"C_1","AGAP028189"
"AGAP002916",5.19751121515745e-06,2.70783145889631,0.231,0.017,0.0682485197662325,"C_1","AGAP002916"
"AGAP003713",5.19751121515745e-06,2.39292279777364,0.231,0.017,0.0682485197662325,"C_1","AGAP003713"
"AGAP004622",5.21099935546395e-06,1.9317073334033,0.385,0.05,0.0684256325365971,"C_1","AGAP004622"
"AGAP011359",5.21099935546395e-06,1.66733894724549,0.385,0.05,0.0684256325365971,"C_1","AGAP011359"
"AGAP013369",5.54780918695549e-06,2.64816824188791,0.231,0.017,0.0728482824339125,"C_1","AGAP013369"
"AGAP006524",5.54780918695549e-06,1.45921618334572,0.231,0.017,0.0728482824339125,"C_1","AGAP006524"
"AGAP005989",5.6817639706727e-06,1.82535193834416,0.462,0.075,0.0746072426989032,"C_1","AGAP005989"
"AGAP004208",5.81518937742835e-06,2.29715058299112,0.385,0.054,0.0763592517150117,"C_1","AGAP004208"
"AGAP010272",5.85304202793298e-06,1.53040218283614,0.615,0.121,0.0768562948687879,"C_1","AGAP010272"
"AGAP009478",5.89204897913596e-06,1.06690969303136,0.462,0.075,0.0773684951450342,"C_1","AGAP009478"
"AGAP011982",5.92064353543725e-06,2.2544745386456,0.231,0.017,0.0777439702638266,"C_1","AGAP011982"
"AGAP007198",6.02926884059226e-06,1.70834835871493,0.538,0.105,0.079170329145817,"C_1","AGAP007198"
"AGAP000163",6.03148129130978e-06,1.49177426353939,0.615,0.121,0.0791993808361887,"C_1","AGAP000163"
"AGAP006845",6.30371823217324e-06,2.43816790423899,0.308,0.033,0.0827741241066668,"C_1","AGAP006845"
"AGAP010027",6.31738939402589e-06,2.01461592386414,0.231,0.017,0.082953640132954,"C_1","AGAP010027"
"AGAP010045",6.31738939402589e-06,1.86131305430337,0.231,0.017,0.082953640132954,"C_1","AGAP010045"
"AGAP002353",6.31738939402589e-06,1.67152254339502,0.231,0.017,0.082953640132954,"C_1","AGAP002353"
"AGAP004318",6.40305423402409e-06,1.37757037368098,0.462,0.071,0.0840785051469703,"C_1","AGAP004318"
"AGAP011712",6.73950079314941e-06,2.28093472025671,0.231,0.017,0.0884963849148449,"C_1","AGAP011712"
"AGAP011207",6.73950079314941e-06,1.97218913467328,0.231,0.017,0.0884963849148449,"C_1","AGAP011207"
"AGAP011505",6.81009572330511e-06,1.45617462848028,0.462,0.075,0.0894233669427194,"C_1","AGAP011505"
"AGAP002274",7.02401353563596e-06,1.72563904429923,0.615,0.138,0.0922323217364358,"C_1","AGAP002274"
"AGAP001258",7.31820316720533e-06,1.95315367739611,0.385,0.05,0.0960953257885732,"C_1","AGAP001258"
"AGAP002132",7.31973794848226e-06,2.19903695724647,0.308,0.033,0.0961154790015206,"C_1","AGAP002132"
"AGAP013391",7.43522144500464e-06,1.50273911024573,0.538,0.096,0.0976318927943559,"C_1","AGAP013391"
"AGAP005831",7.58683052394377e-06,1.59505441800805,0.462,0.075,0.0996226716099057,"C_1","AGAP005831"
"AGAP007876",8.4912800949257e-06,2.2074528799592,0.308,0.033,0.111498998926469,"C_1","AGAP007876"
"AGAP006667",8.74440573153701e-06,1.2775611043656,0.538,0.096,0.114822791660812,"C_1","AGAP006667"
"AGAP013765",9.13318770014616e-06,2.02429909827632,0.385,0.054,0.119927887690619,"C_1","AGAP013765"
"AGAP013533",9.32196079414537e-06,1.75730066411283,0.615,0.13,0.122406667187923,"C_1","AGAP013533"
"AGAP011879",9.36967233684814e-06,1.83603691034499,0.308,0.033,0.123033167455153,"C_1","AGAP011879"
"AGAP013081",9.36967233684814e-06,1.48404947772616,0.308,0.033,0.123033167455153,"C_1","AGAP013081"
"AGAP012749",9.41025539083113e-06,1.48660182966245,0.385,0.05,0.123566063537004,"C_1","AGAP012749"
"AGAP002602",9.74206302025427e-06,1.69330931004572,0.462,0.075,0.127923029518959,"C_1","AGAP002602"
"AGAP003780",9.81031628201562e-06,1.21493055961852,0.385,0.05,0.128819263099147,"C_1","AGAP003780"
"AGAP010264",9.81072618110516e-06,1.06328270533432,0.615,0.126,0.128824645484092,"C_1","AGAP010264"
"AGAP010244",9.84078827938983e-06,1.794010246508,0.308,0.033,0.129219390896668,"C_1","AGAP010244"
"AGAP005714",9.89282775128176e-06,1.56363225270275,0.615,0.134,0.129902721202081,"C_1","AGAP005714"
"AGAP002881",1.03114223092082e-05,1.61044372449344,0.538,0.105,0.135399286342213,"C_1","AGAP002881"
"AGAP007929",1.03138775114902e-05,2.1745411937855,0.385,0.054,0.135431525603378,"C_1","AGAP007929"
"AGAP010779",1.03344799459839e-05,1.93894751562866,0.308,0.033,0.135702056170714,"C_1","AGAP010779"
"AGAP008654",1.03344799459839e-05,1.84238663265354,0.308,0.033,0.135702056170714,"C_1","AGAP008654"
"AGAP007264",1.03344799459839e-05,1.15669742148278,0.308,0.033,0.135702056170714,"C_1","AGAP007264"
"AGAP003712",1.05117041691949e-05,1.87311004773331,0.462,0.079,0.138029187445699,"C_1","AGAP003712"
"AGAP001097",1.0738854931855e-05,2.05258568400293,0.385,0.054,0.141011904110187,"C_1","AGAP001097"
"AGAP003976",1.07456921598179e-05,0.577104322374457,0.615,0.117,0.141101683750569,"C_1","AGAP003976"
"AGAP011491",1.08348166002269e-05,1.5153815360551,0.462,0.075,0.142271976777579,"C_1","AGAP011491"
"AGAP013767",1.11805214983227e-05,1.75337211657129,0.385,0.054,0.146811427794475,"C_1","AGAP013767"
"AGAP006223",1.12243888740708e-05,1.82385903562474,0.462,0.075,0.147387450305424,"C_1","AGAP006223"
"AGAP003176",1.13937292681255e-05,1.85074314972839,0.308,0.033,0.149611059019756,"C_1","AGAP003176"
"AGAP006371",1.13937292681255e-05,1.78238034433315,0.308,0.033,0.149611059019756,"C_1","AGAP006371"
"AGAP000088",1.21164246533374e-05,1.85659837981714,0.385,0.054,0.159100772122974,"C_1","AGAP000088"
"AGAP006211",1.22541630245062e-05,2.61798092598824,0.308,0.038,0.160909414674791,"C_1","AGAP006211"
"AGAP005119",1.26819470207891e-05,1.75018276060532,0.538,0.109,0.166526646329981,"C_1","AGAP005119"
"AGAP004121",1.29364610960906e-05,1.89333886909451,0.462,0.079,0.169868670652765,"C_1","AGAP004121"
"AGAP002868",1.31268123889829e-05,1.7907738685531,0.385,0.054,0.172368173479735,"C_1","AGAP002868"
"AGAP000772",1.36616710136973e-05,1.69520423602103,0.385,0.054,0.179391402080859,"C_1","AGAP000772"
"AGAP009590",1.36616710136973e-05,1.4949011425749,0.385,0.054,0.179391402080859,"C_1","AGAP009590"
"AGAP012155",1.36616710136973e-05,1.21519215905067,0.385,0.054,0.179391402080859,"C_1","AGAP012155"
"AGAP007337",1.45141476659492e-05,1.03530525414119,0.308,0.033,0.19058527300158,"C_1","AGAP007337"
